ID,Título,Ano,Contexto - Domínio,Domínio,Pergunta,Resposta,Justificativa,Study,,Classification,,Nome,Ano,Key,,FEITO,A FAZER
[17],Effective Feature Selection and Deep Learning-Based Classification for Non-Intrusive Load Monitoring,2023,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está bem alinhada com os objetivos do estudo, que é propor um método eficaz de seleção de características e classificação baseada em Deep Learning para NILM.",Low,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"A população utilizada é composta por 20 residências do Reino Unido, com dados do conjunto de dados REFIT, que são coletados em condições reais de consumo residencial. ",Low,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,"Não, os critérios de inclusão e exclusão específicos dos dados não foram claramente descritos.",,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados foram coletados retrospectivamente, uma vez que o estudo utiliza o conjunto de dados REFIT, que é um dataset pré-existente e público.",,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados usados no estudo são aplicáveis a sistemas reais de NILM, pois foram coletados em condições residenciais reais, representando um cenário típico de consumo de energia.",Low,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo de aprendizado de máquina foi claramente descrito.",Low,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros e configurações do modelo, como o número de camadas LSTM, o tamanho do kernel da CNN e o número de nós nas camadas totalmente conectadas.",,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, o conjunto de dados foi dividido em 70% para treinamento e 30% para teste, com o modelo sendo iterado 500 vezes.",,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a combinação de CNN e LSTM é uma abordagem adequada para o problema de NILM.",Low,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o ground truth utilizado no estudo são os dados reais de consumo de energia dos aparelhos, provenientes do conjunto de dados REFIT.",Low,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (os dados reais do REFIT) é independente do modelo treinado, servindo como uma base confiável para avaliar o desempenho do modelo.",,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o REFIT é um conjunto de dados amplamente utilizado para avaliar modelos NILM, sendo altamente adequado para essa tarefa.",Low,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,No information,"O artigo não especifica se todos os dados disponíveis do dataset REFIT foram incluídos na análise final, além da divisão 80/20 para treinamento e teste.",No information,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,"Não, o estudo não explica se houve exclusão explícita de amostras ou classes de dados (como certos tipos de aparelhos, dados com ruído ou períodos de tempo) ou os motivos para tal exclusão.",,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"As métricas de desempenho foram claramente reportadas, mas não há uma discussão explícita sobre a variância.",,,,,,,,,,
[18],Machine learning approach for non-intrusive load monitoring in smart grids: new deep learning method based on long short-term memory and convolutional neural networks,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está bem alinhada com os objetivos do estudo, que é propor um novo método de Deep Learning para NILM e avaliar sua eficiência.",Low,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"Sim, a população usada no estudo foi um caso de estudo real em uma residência no sul de Portugal, com vários dispositivos elétricos.",Low,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,Some concerns,O artigo não menciona explicitamente um processo formal de inclusão ou exclusão de dados.,,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados foram coletados retrospectivamente, com um período de coleta de dois anos, mas os experimentos foram realizados com dados coletados durante um mês.",,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são aplicáveis ao problema de NILM, pois foram coletados em uma residência real, representando um ambiente típico de uso doméstico.",Low,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo de redes neurais de função radial (RBFNN) projetado por um algoritmo genético multiobjetivo (MOGA) foi bem descrito e os detalhes da implementação foram fornecidos, incluindo o processo de design e seleção de dados.",Low,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os parâmetros do modelo, como o número de neurônios na camada oculta e o número de características de entrada, foram relatados. ",,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, o estudo utilizou uma divisão dos dados em conjuntos de treinamento, teste e validação.",,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de aprendizado de máquina utilizada, baseada em redes neurais de função radial e algoritmos genéticos, está alinhada com o problema de NILM.",Low,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o artigo descreve o uso de dados rotulados coletados de dispositivos de medição como o Circutor Wibee e o Carlo Gavazzi EM340 como a referência para comparação.",Low,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência (os dados de sub-metering dos aparelhos individuais do Wibeee) é independente do modelo treinado.",,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência, baseado em medições de energia reais, é adequado para avaliar o desempenho do modelo em termos de precisão na identificação do estado de dispositivos e na estimativa do consumo de energia.",Low,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,Some concerns,"Não, apenas os dados selecionados através do algoritmo ApproxHull foram usados na análise final.",Some concerns,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,Some concerns,"Sim, o artigo menciona que amostras duplicadas, valores não numéricos e dados faltantes foram excluídos do conjunto de dados antes de serem usados no modelo.",,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"As métricas de desempenho são reportadas de forma clara, mas não completas em termos de variância.",,,,,,,,,,
[19],MOGA designed neural networks for non-intrusive load monitoring,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com os objetivos da revisão, que incluem avaliar a capacidade do modelo em identificar corretamente os estados dos dispositivos e estimar com precisão seu consumo de energia.",Low,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"Sim, o estudo utiliza dados de instalações residenciais.",Some concerns,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,Some concerns,"Sim, a Seção II menciona o uso de um banco de dados sintético gerado para representar diferentes classes de aparelhos, cada um com um padrão distinto de transiente de potência.",,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Some concerns,"Os dados usados no estudo foram sinteticamente gerados a partir de perfis de uso de aparelhos, que por sua vez seriam baseados em dados retrospectivos do mundo real.",,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, o estudo usa tanto dados sintéticos (para treinamento) quanto dados reais de uma instalação residencial para testar o sistema, o que torna os dados aplicáveis a sistemas reais.",Low,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo é descrito de forma detalhada nas Seções III e IV. O uso de redes neurais convolucionais (CNN) e KNN para classificação de eventos de dispositivos é implementável e baseado em um fluxo de trabalho bem definido.",Low,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros e configurações do modelo foram reportados.",,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Some concerns,"Não há menção explícita de uma técnica de validação cruzada, mas a validação foi realizada com um conjunto de dados real.",,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de usar aprendizado profundo (CNN) para identificação de aparelhos a partir de respostas transitórias de potência está alinhada com o problema de NILM.",Low,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Low,"Sim, o ground truth é baseado em um conjunto de dados rotulados de aparelhos.",Low,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"Sim, o padrão de referência é baseado em dados reais e sintéticos, permitindo que o modelo treinado seja independente da implementação do padrão.",,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o uso de dados reais e sintéticos para testar a eficácia do sistema e a identificação dos aparelhos é adequado.",Low,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,Some concerns,"O estudo não menciona explicitamente a inclusão de todos os dados, mas afirma que os dados utilizados foram amplamente representativos do contexto de uso real.",Some concerns,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,O estudo não menciona a exclusão de amostras ou classes de dados do dataset sintético gerado.,,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho como precisão, recall, F1-score e acurácia são claramente descritas na Seção IV, com resultados detalhados para cada aparelho. A variância não é diretamente apresentada.",,,,,,,,,,
[20],Real-Time Non-Intrusive Load Monitoring: A Machine-Learning Approach for Home Appliance Identification,2021,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho visa avaliar a eficácia do sistema de NILM na identificação de aparelhos, que é o principal objetivo do estudo.",Low,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"A população utilizada no estudo é composta por dados de consumo de energia de seis casas reais, obtidos através do REDD. Este conjunto de dados inclui leituras de energia em nível residencia.",Low,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,Os critérios de inclusão e exclusão dos dados não foram claramente descritos em detalhes.,,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados foram coletados retrospectivamente, uma vez que o estudo utiliza o conjunto de dados REDD, que é um dataset pré-existente e público.",,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são diretamente aplicáveis ao problema de NILM, pois foram coletados de residências reais.",Low,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo de ML, que é uma abordagem de aprendizado não supervisionado inspirada em um algoritmo de agrupamento fuzzy (Entropy Index Constraints Competitive Agglomeration - EICCA), é descrito de forma razoavelmente clara e parece ser implementável.",Low,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros e configurações do modelo foram reportados.",,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,No information,O artigo não especifica diretamente a utilização de validação cruzada ou holdout.,,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de aprendizado não supervisionado, utilizando clustering e extração de características, está alinhada com o problema de NILM.",Low,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Some concerns,"O estudo utiliza o REDD como referência para os dados de energia, e as comparações de desempenho são feitas em relação aos eventos reais de consumo de energia registrados.",Low,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Low,"O padrão de referência utilizado é o conjunto de dados do REDD, que é independente do modelo de aprendizado, pois os dados são usados para avaliar o desempenho do modelo em termos de precisão, recall, F-measure e TECA.",,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o REDD é um padrão amplamente utilizado e adequado para avaliar o desempenho de algoritmos de NILM.",Low,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,No information,"O artigo não menciona explicitamente que todos os dados foram usados, mas os experimentos foram realizados com os dados de seis casas do REDD, e os resultados de energia de um e três dias foram analisados para avaliar o desempenho do algoritmo.",No information,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,"Não, o estudo não explica se houve exclusão explícita de amostras ou classes de dados (como certos tipos de aparelhos, dados com ruído ou períodos de tempo) ou os motivos para tal exclusão. A ênfase é na detecção de eventos e na modelagem de aparelhos generalizados.",,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho como F1-score, precisão, recall, TECA e acurácia foram relatadas de forma clara e com variabilidade entre as casas e os períodos de uso de energia, o estudo não reporta a variância (como desvio padrão ou intervalos de confiança).",,,,,,,,,,
[21],Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models,2019,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,A análise de desempenho está alinhada com os objetivos de avaliar a eficácia do algoritmo de NILM e sua aplicabilidade em ambientes residenciais reais.,Low,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Some concerns,"Sim, o estudo utilizou dados  de consumo de energia de residências reais, incluindo leituras em nível de casa inteira e para cada circuito individual, representando um contexto residencial real.",Some concerns,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,No information,"Não, os critérios de inclusão e exclusão específicos dos dados não foram claramente descritos.",,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Some concerns,Os dados foram coletados retrospectivamente.,,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são aplicáveis ao problema de NILM, pois contêm informações reais de consumo de energia de diferentes dispositivos domésticos.",Low,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo de ML, que envolve pré-processamento de dados, extração de características e classificação usando Support Vector Machines (SVM) e Random Forest (RF), é descrito de forma clara e parece ser implementável.",Low,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros do modelo SVM, como a escolha do kernel linear e as configurações de treinamento, foram mencionados.",,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"O artigo usou a divisão dos dados em um método de treino-teste com uma proporção de 80:20, o que indica que o treinamento e validação foram realizados em conjuntos separados",,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Aplicabilidade,D2,A abordagem de ML utilizada está alinhada com o problema de NILM descrito na revisão?,Low,"Sim, a abordagem de aprendizado supervisionado utilizando SVM está alinhada com o problema de NILM, focando na identificação dos dispositivos e seus estados operacionais, especialmente para dispositivos de múltiplos estados (tipo II).",Low,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D3,"O estudo descreve de forma adequada o ground truth utilizado para avaliação (ex: dados rotulados, sensor de referência)?",Some concerns,"O ""ground truth"" foi fornecido pelos dados do REDD, que incluem informações rotuladas sobre os dispositivos e seus estados operacionais, permitindo a comparação com as previsões do modelo.",Some concerns,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D3,O padrão de referência é independente do modelo treinado?,Some concerns,"Sim, o padrão de referência utilizado (dados do REDD) é independente do modelo treinado, servindo como base para a avaliação do desempenho do algoritmo.",,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Aplicabilidade,D3,O padrão de referência é adequado para avaliar desempenho em NILM?,Low,"Sim, o padrão de referência, que inclui dados de dispositivos domésticos reais, é adequado para avaliar o desempenho de um sistema de NILM, já que simula condições de consumo típicas de uma residência.",Low,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D4,Todos os dados disponíveis foram incluídos na análise final?,No information,Não é especificado se todos os dados foram usados.,No information,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D4,O estudo explica se houve exclusão de amostras ou classes e por quê?,No information,"O estudo não menciona explicitamente a exclusão de amostras ou classes, mas foca em analisar diferentes dispositivos e seus estados, sugerindo que todos os dados relevantes foram considerados.",,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Risco de Viés,D4,"As métricas de desempenho (F1-score, acurácia, etc.) foram reportadas de forma clara e completas (com variância)?",Some concerns,"Sim, as métricas de desempenho são reportadas de forma clara e são apropriadas para a tarefa de classificação de estados de aparelhos em NILM, o estudo não reporta a variância.",,,,,,,,,,
[22],Supervised non-intrusive load monitoring algorithm for identifying different operating states of type-II residential appliances,2022,Aplicabilidade,D4,A análise de desempenho está alinhada com os objetivos da revisão?,Low,"Sim, a análise de desempenho está alinhada com o objetivo de avaliar a eficácia do algoritmo na identificação de dispositivos e seus estados operacionais, com foco na precisão e no tempo de execução.",Low,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D1,"A população utilizada no estudo é representativa do contexto real de aplicação (residencial, industrial, smart grid)?",Low,"A população utilizada no estudo inclui dados de dois conjuntos de dados: o PLAID (com 65 locais residenciais, incluindo um laboratório e 64 casas em Pittsburgh, EUA) e o WHITED (dados residenciais e industriais globais).",Low,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D1,Os critérios de inclusão e exclusão dos dados foram claramente descritos?,Low,"Sim, os critérios de seleção dos dados foram descritos, como a escolha de 10 aparelhos representativos do PLAID com base na disponibilidade de amostras.",,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D1,Os dados foram coletados prospectivamente ou retrospectivamente?,Low,"Os dados do PLAID foram coletados prospectivamente, com medições de corrente e voltagem realizadas enquanto os aparelhos estavam em operação. Já o WHITED é um conjunto de dados transientes coletado de diversas fontes.",,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Aplicabilidade,D1,Os dados usados no estudo são aplicáveis ao problema de NILM em sistemas reais?,Low,"Sim, os dados são aplicáveis ao problema de NILM, pois os dois conjuntos de dados (PLAID e WHITED) contêm medições de aparelhos em ambientes residenciais e industriais, os quais são típicos para sistemas de NILM em uso real.",Low,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D2,O algoritmo de ML foi claramente descrito e implementável (reprodutível)?,Low,"Sim, o algoritmo proposto, EL-SVDT?KNN?MLP, é claramente descrito e implementável. ",Low,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D2,Os hiperparâmetros e configurações do modelo foram reportados?,Low,"Sim, os hiperparâmetros do modelo foram descritos e otimizados usando o método GridSearch, com os parâmetros ajustados para cada um dos modelos base (DT, KNN, MLP) dentro do EL-SVDT?KNN?MLP.",,,,,,,,,,
[23],"Non-Intrusive Load Classification and Recognition Using Soft-Voting Ensemble Learning Algorithm With Decision Tree, K-Nearest Neighbor Algorithm and Multilayer Perceptron",2023,Risco de Viés,D2,O treinamento e a validação foram realizados em conjuntos de dados separados (cross-validation ou holdout)?,Low,"Sim, foi utilizada validação cruzada (k-fold cross-validation, com k=10) para treinar e testar os modelos.",,,,,,,,,,
